Field=#~Integer~#~50|Field=Case/Package~String~Case/Package~100|Field=Category~String~Category~100|Field=Description~String~Description~100|Field=LibRef~String~LibRef~100|Field=Manufacturer 1~String~Manufacturer 1~100|Field=Manufacturer Lifecycle 1~String~Manufacturer Lifecycle 1~100|Field=Manufacturer Part Number 1~String~Manufacturer Part Number 1~100|Field=Quantity~Integer~Quantity~100|Field=Supplier 1~String~Supplier 1~100|Field=Supplier Currency 1~String~Supplier Currency 1~100|Field=Supplier Order Qty 1~Integer~Supplier Order Qty 1~100|Field=Supplier Part Number 1~String~Supplier Part Number 1~100|Field=Supplier Stock 1~Integer~Supplier Stock 1~100|Field=Supplier Subtotal 1~Float~Supplier Subtotal 1~100|Field=Supplier Subtotal per Board 1~Float~Supplier Subtotal per Board 1~100|Field=Supplier Unit Price 1~Float~Supplier Unit Price 1~100|ReportField=Currency~USD|ReportField=ProductionQuantity~100|ReportField=ProjectFileName~Breathalyzer.PrjPCB|ReportField=ProjectFullPath~C:\Users\Public\Documents\Altium\Breathalyzer\Breathalyzer.PrjPCB|ReportField=Title~Bill of Materials For Project [Breathalyzer.PrjPCB] (No PCB Document Selected)|ReportField=ReportTime~8:25:16 PM|ReportField=ReportDate~2018-12-14|ReportField=ReportDateTime~2018-12-14 8:25:16 PM|ReportField=OutputName~Bill of Materials|ReportField=OutputType~BOM_PartType|ReportField=GeneratorName~BOM|ReportField=GeneratorDescription~Bill of Materials|ReportField=VariantName~None|ReportField=TotalQuantity~73|ReportField=TotalActualPrice~0|ReportField=TotalTargetPrice~0|ReportField=VersionControl_RevNumber~|ReportField=VersionControl_ProjFolderRevNumber~|ReportField=Address1~New Lenox, IL 60451|ReportField=Address2~|ReportField=Address3~|ReportField=Address4~|ReportField=Application_BuildNumber~|ReportField=ApprovedBy~|ReportField=Author~|ReportField=CheckedBy~|ReportField=CompanyName~|ReportField=CurrentDate~2018-12-14|ReportField=CurrentTime~7:22:47 PM|ReportField=Date~|ReportField=DocumentFullPathAndName~C:\Users\Public\Documents\Altium\Breathalyzer\Breathalyzer.SchDoc|ReportField=DocumentName~Breathalyzer.SchDoc|ReportField=DocumentNumber~|ReportField=DrawnBy~Chris Segiet|ReportField=Engineer~|ReportField=ImagePath~|ReportField=ModifiedDate~2018-12-14|ReportField=Organization~Chris Segiet|ReportField=ProjectName~Breathalyzer.PrjPCB|ReportField=Revision~A|ReportField=Rule~|ReportField=SheetNumber~1|ReportField=SheetTotal~1|ReportField=Time~|ReportField=Title~Bluetooth Breathalyzer|ReportField=DataSourceFileName~Breathalyzer.PrjPCB|ReportField=DataSourceFullPath~C:\Users\Public\Documents\Altium\Breathalyzer\Breathalyzer.PrjPCB|ReportField=PCBConfigurationName~Sources|ReportField=Item~|ReportField=ItemRevision~|ReportField=ItemAndRevision~|ReportField=ItemRevisionBase~|ReportField=ItemRevisionLevel1~|ReportField=ItemRevisionLevel2~|ReportField=ItemRevisionLevel1AndBase~|ReportField=ItemRevisionLevel2AndLevel1~
11|||USB - C USB 3.1, Superspeed+ Receptacle Connector 24 Position Surface Mount, Right Angle, Horizontal|12401598E4#2A|{URL}https:%2F%2Foctopart-clicks.com%2Fclick%2Faltium%3Fmanufacturer%3DAmphenol%2520Commercial%26mpn%3D12401598E4%25232A%26seller%3DMouser%26sku%3D523-12401598E4%25232A%26country%3DUS%26channel%3DBOM%2520Report%26{URL.TEXT}Amphenol%20Commercial{URL.TIP}Component|Volume Production|{URL}https:%2F%2Foctopart-clicks.com%2Fclick%2Faltium%3Fmanufacturer%3DAmphenol%2520Commercial%26mpn%3D12401598E4%25232A%26seller%3DMouser%26sku%3D523-12401598E4%25232A%26country%3DUS%26channel%3DBOM%2520Report%26ref%3Dman%26{URL.TEXT}12401598E4%232A{URL.TIP}Manufacturer|1|Mouser|USD|100|{URL}https:%2F%2Foctopart-clicks.com%2Fclick%2Faltium%3Fmanufacturer%3DAmphenol%2520Commercial%26mpn%3D12401598E4%25232A%26seller%3DMouser%26sku%3D523-12401598E4%25232A%26country%3DUS%26channel%3DBOM%2520Report%26ref%3Dsupplier%26{URL.TEXT}523-12401598E4%232A{URL.TIP}Supplier|0|136|1.36|1.36
12|||USB Interface, Host / Peripheral Controller, USB 1.0, 1.1, 4.5 V, 5.5 V, X2QFN, 12 Pins|TUSB322IRWBR|{URL}https:%2F%2Foctopart-clicks.com%2Fclick%2Faltium%3Fmanufacturer%3DTexas%2520Instruments%26mpn%3DTUSB322IRWBR%26seller%3DMouser%26sku%3D595-TUSB322IRWBR%26country%3DUS%26channel%3DBOM%2520Report%26{URL.TEXT}Texas%20Instruments{URL.TIP}Component|Volume Production|{URL}https:%2F%2Foctopart-clicks.com%2Fclick%2Faltium%3Fmanufacturer%3DTexas%2520Instruments%26mpn%3DTUSB322IRWBR%26seller%3DMouser%26sku%3D595-TUSB322IRWBR%26country%3DUS%26channel%3DBOM%2520Report%26ref%3Dman%26{URL.TEXT}TUSB322IRWBR{URL.TIP}Manufacturer|1|Mouser|USD|100|{URL}https:%2F%2Foctopart-clicks.com%2Fclick%2Faltium%3Fmanufacturer%3DTexas%2520Instruments%26mpn%3DTUSB322IRWBR%26seller%3DMouser%26sku%3D595-TUSB322IRWBR%26country%3DUS%26channel%3DBOM%2520Report%26ref%3Dsupplier%26{URL.TEXT}595-TUSB322IRWBR{URL.TIP}Supplier|2707|159|1.59|1.59
13|0603||CAP CER 0.1UF 25V X7R 0603|GRM188R71E104KA01D|{URL}https:%2F%2Foctopart-clicks.com%2Fclick%2Faltium%3Fmanufacturer%3DMurata%26mpn%3DGRM188R71E104KA01D%26seller%3DDigi-Key%26sku%3D490-1524-6-ND%26country%3DUS%26channel%3DBOM%2520Report%26{URL.TEXT}Murata{URL.TIP}Component|Volume Production|{URL}https:%2F%2Foctopart-clicks.com%2Fclick%2Faltium%3Fmanufacturer%3DMurata%26mpn%3DGRM188R71E104KA01D%26seller%3DDigi-Key%26sku%3D490-1524-6-ND%26country%3DUS%26channel%3DBOM%2520Report%26ref%3Dman%26{URL.TEXT}GRM188R71E104KA01D{URL.TIP}Manufacturer|6|Digi-Key|USD|600|{URL}https:%2F%2Foctopart-clicks.com%2Fclick%2Faltium%3Fmanufacturer%3DMurata%26mpn%3DGRM188R71E104KA01D%26seller%3DDigi-Key%26sku%3D490-1524-6-ND%26country%3DUS%26channel%3DBOM%2520Report%26ref%3Dsupplier%26{URL.TEXT}490-1524-6-ND{URL.TIP}Supplier|0|78|0.78|0.13
14|0603||CAP CER 1000PF 50V 0603|UMK107SD102KA-T|{URL}https:%2F%2Foctopart-clicks.com%2Fclick%2Faltium%3Fmanufacturer%3DTaiyo%2520Yuden%26mpn%3DUMK107SD102KA-T%26seller%3DDigi-Key%26sku%3D587-1070-6-ND%26country%3DUS%26channel%3DBOM%2520Report%26{URL.TEXT}Taiyo%20Yuden{URL.TIP}Component|Volume Production|{URL}https:%2F%2Foctopart-clicks.com%2Fclick%2Faltium%3Fmanufacturer%3DTaiyo%2520Yuden%26mpn%3DUMK107SD102KA-T%26seller%3DDigi-Key%26sku%3D587-1070-6-ND%26country%3DUS%26channel%3DBOM%2520Report%26ref%3Dman%26{URL.TEXT}UMK107SD102KA-T{URL.TIP}Manufacturer|4|Digi-Key|USD|400|{URL}https:%2F%2Foctopart-clicks.com%2Fclick%2Faltium%3Fmanufacturer%3DTaiyo%2520Yuden%26mpn%3DUMK107SD102KA-T%26seller%3DDigi-Key%26sku%3D587-1070-6-ND%26country%3DUS%26channel%3DBOM%2520Report%26ref%3Dsupplier%26{URL.TEXT}587-1070-6-ND{URL.TIP}Supplier|4000|60.36|0.6|0.15
15|0603||Multilayer Ceramic Capacitors MLCC - SMD/SMT 0603 1uF 10volts X5R 10%|GRM188R61A105KA61J|{URL}https:%2F%2Foctopart-clicks.com%2Fclick%2Faltium%3Fmanufacturer%3DMurata%26mpn%3DGRM188R61A105KA61J%26seller%3DDigi-Key%26sku%3D490-6408-1-ND%26country%3DUS%26channel%3DBOM%2520Report%26{URL.TEXT}Murata{URL.TIP}Component|Volume Production|{URL}https:%2F%2Foctopart-clicks.com%2Fclick%2Faltium%3Fmanufacturer%3DMurata%26mpn%3DGRM188R61A105KA61J%26seller%3DDigi-Key%26sku%3D490-6408-1-ND%26country%3DUS%26channel%3DBOM%2520Report%26ref%3Dman%26{URL.TEXT}GRM188R61A105KA61J{URL.TIP}Manufacturer|3|Digi-Key|||{URL}https:%2F%2Foctopart-clicks.com%2Fclick%2Faltium%3Fmanufacturer%3DMurata%26mpn%3DGRM188R61A105KA61J%26seller%3DDigi-Key%26sku%3D490-6408-1-ND%26country%3DUS%26channel%3DBOM%2520Report%26ref%3Dsupplier%26{URL.TEXT}490-6408-1-ND{URL.TIP}Supplier|100000|||
16|0603||RES SMD 1.1K OHM 1% 1/10W 0603|CRCW06031K10FKEA|{URL}https:%2F%2Foctopart-clicks.com%2Fclick%2Faltium%3Fmanufacturer%3DVishay%26mpn%3DCRCW06031K10FKEA%26seller%3DDigi-Key%26sku%3D541-1.10KHDKR-ND%26country%3DUS%26channel%3DBOM%2520Report%26{URL.TEXT}Vishay{URL.TIP}Component|Volume Production|{URL}https:%2F%2Foctopart-clicks.com%2Fclick%2Faltium%3Fmanufacturer%3DVishay%26mpn%3DCRCW06031K10FKEA%26seller%3DDigi-Key%26sku%3D541-1.10KHDKR-ND%26country%3DUS%26channel%3DBOM%2520Report%26ref%3Dman%26{URL.TEXT}CRCW06031K10FKEA{URL.TIP}Manufacturer|1|Digi-Key|USD|100|{URL}https:%2F%2Foctopart-clicks.com%2Fclick%2Faltium%3Fmanufacturer%3DVishay%26mpn%3DCRCW06031K10FKEA%26seller%3DDigi-Key%26sku%3D541-1.10KHDKR-ND%26country%3DUS%26channel%3DBOM%2520Report%26ref%3Dsupplier%26{URL.TEXT}541-1.10KHDKR-ND{URL.TIP}Supplier|0|1.7|0.02|0.02
17|0603||RES SMD 910K OHM 1% 1/10W 0603|CRCW0603910KFKEA|{URL}https:%2F%2Foctopart-clicks.com%2Fclick%2Faltium%3Fmanufacturer%3DVishay%26mpn%3DCRCW0603910KFKEA%26seller%3DDigi-Key%26sku%3D541-910KHTR-ND%26country%3DUS%26channel%3DBOM%2520Report%26{URL.TEXT}Vishay{URL.TIP}Component|Volume Production|{URL}https:%2F%2Foctopart-clicks.com%2Fclick%2Faltium%3Fmanufacturer%3DVishay%26mpn%3DCRCW0603910KFKEA%26seller%3DDigi-Key%26sku%3D541-910KHTR-ND%26country%3DUS%26channel%3DBOM%2520Report%26ref%3Dman%26{URL.TEXT}CRCW0603910KFKEA{URL.TIP}Manufacturer|1|Digi-Key|USD||{URL}https:%2F%2Foctopart-clicks.com%2Fclick%2Faltium%3Fmanufacturer%3DVishay%26mpn%3DCRCW0603910KFKEA%26seller%3DDigi-Key%26sku%3D541-910KHTR-ND%26country%3DUS%26channel%3DBOM%2520Report%26ref%3Dsupplier%26{URL.TEXT}541-910KHTR-ND{URL.TIP}Supplier|0|||
18|0603||Standard LEDs - SMD Blue 470nm 28mcd 5mA|LTST-C193TBKT-5A|{URL}https:%2F%2Foctopart-clicks.com%2Fclick%2Faltium%3Fmanufacturer%3DVishay%2520Lite-On%26mpn%3DLTST-C193TBKT-5A%26seller%3DMouser%26sku%3D859-LTSTC193TBKT5A%26country%3DUS%26channel%3DBOM%2520Report%26{URL.TEXT}Vishay%20Lite-On{URL.TIP}Component|Volume Production|{URL}https:%2F%2Foctopart-clicks.com%2Fclick%2Faltium%3Fmanufacturer%3DVishay%2520Lite-On%26mpn%3DLTST-C193TBKT-5A%26seller%3DMouser%26sku%3D859-LTSTC193TBKT5A%26country%3DUS%26channel%3DBOM%2520Report%26ref%3Dman%26{URL.TEXT}LTST-C193TBKT-5A{URL.TIP}Manufacturer|1|Mouser|USD|100|{URL}https:%2F%2Foctopart-clicks.com%2Fclick%2Faltium%3Fmanufacturer%3DVishay%2520Lite-On%26mpn%3DLTST-C193TBKT-5A%26seller%3DMouser%26sku%3D859-LTSTC193TBKT5A%26country%3DUS%26channel%3DBOM%2520Report%26ref%3Dsupplier%26{URL.TEXT}859-LTSTC193TBKT5A{URL.TIP}Supplier|199177|10.8|0.11|0.11
19|0603||Thick Film Resistors - SMD 0.0ohm 1%|RC0603FR-070RL|{URL}https:%2F%2Foctopart-clicks.com%2Fclick%2Faltium%3Fmanufacturer%3DYageo%26mpn%3DRC0603FR-070RL%26seller%3DMouser%26sku%3D311-0.0HRCT-ND%26country%3DUS%26channel%3DBOM%2520Report%26{URL.TEXT}Yageo{URL.TIP}Component|Volume Production|{URL}https:%2F%2Foctopart-clicks.com%2Fclick%2Faltium%3Fmanufacturer%3DYageo%26mpn%3DRC0603FR-070RL%26seller%3DMouser%26sku%3D311-0.0HRCT-ND%26country%3DUS%26channel%3DBOM%2520Report%26ref%3Dman%26{URL.TEXT}RC0603FR-070RL{URL.TIP}Manufacturer|2|Mouser|||{URL}https:%2F%2Foctopart-clicks.com%2Fclick%2Faltium%3Fmanufacturer%3DYageo%26mpn%3DRC0603FR-070RL%26seller%3DMouser%26sku%3D311-0.0HRCT-ND%26country%3DUS%26channel%3DBOM%2520Report%26ref%3Dsupplier%26{URL.TEXT}311-0.0HRCT-ND{URL.TIP}Supplier|0|||
20|0603||YAGEO         RC0603FR-07100KL             RES, THICK FILM, 100K, 1%, 0.1W, 0603|RC0603FR-07100KL|{URL}https:%2F%2Foctopart-clicks.com%2Fclick%2Faltium%3Fmanufacturer%3DYageo%26mpn%3DRC0603FR-07100KL%26seller%3DMouser%26sku%3D603-RC0603FR-07100KL%26country%3DUS%26channel%3DBOM%2520Report%26{URL.TEXT}Yageo{URL.TIP}Component|Volume Production|{URL}https:%2F%2Foctopart-clicks.com%2Fclick%2Faltium%3Fmanufacturer%3DYageo%26mpn%3DRC0603FR-07100KL%26seller%3DMouser%26sku%3D603-RC0603FR-07100KL%26country%3DUS%26channel%3DBOM%2520Report%26ref%3Dman%26{URL.TEXT}RC0603FR-07100KL{URL.TIP}Manufacturer|2|Mouser|USD|200|{URL}https:%2F%2Foctopart-clicks.com%2Fclick%2Faltium%3Fmanufacturer%3DYageo%26mpn%3DRC0603FR-07100KL%26seller%3DMouser%26sku%3D603-RC0603FR-07100KL%26country%3DUS%26channel%3DBOM%2520Report%26ref%3Dsupplier%26{URL.TEXT}603-RC0603FR-07100KL{URL.TIP}Supplier|383244|1.2|0.01|0.01
